source_framework,source_provision,target_framework,target_provision,relation,rationale,source
mitre_atlas,AML.M0018,mitre_atlas,AML.T0011,mitigates,Training users to be able to identify attempts at manipulation will make them less susceptible to performing techniques that cause the execution of malicious code.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0018,mitre_atlas,AML.T0011.000,mitigates,Train users to identify attempts of manipulation to prevent them from running unsafe code which when executed could develop unsafe artifacts. These artifacts may have a detrimental effect on the system.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0018,mitre_atlas,AML.T0052,mitigates,"Train users to identify phishing attempts by an adversary to reduce the risk of successful spearphishing, social engineering, and other techniques that involve user interaction.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0018,mitre_atlas,AML.T0052.000,mitigates,Train users to identify phishing attempts and understand that AI can be used to generate targeted and convincing messages.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0018,mitre_atlas,AML.T0011.001,mitigates,Train users to identify attempts of manipulation to prevent them from running unsafe code from external packages.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0018,mitre_atlas,AML.T0052.001,mitigates,"Train users on deepfake threats, including how to recognize synthetic voice, video, and text. Recommend verification through independent channels (e.g. known call-back number) before processing sensitive requests or providing sensitive info",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0040,mitigates,"Adversaries can use unrestricted API access to gain information about a production system, stage attacks, and introduce malicious data to the system.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0024,mitigates,Adversaries can use unrestricted API access to build a proxy training dataset and reveal private information.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0034,mitigates,Access controls can limit API access and prevent cost harvesting.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0043,mitigates,Access controls on model APIs can restricts an adversary's access required to generate adversarial data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0043.001,mitigates,Access controls on model APIs can deny adversaries the access required for black-box optimization methods.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0005,mitigates,Access controls on models APIs can reduce an adversary's ability to produce an accurate proxy model.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0029,mitigates,Access controls on model APIs can prevent an adversary from excessively querying and disabling the system.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0051,mitigates,Use access controls in production to prevent adversaries from injecting malicious prompts.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0046,mitigates,Authentication on production models can help prevent anonymous chaff data spam.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0042,mitigates,Use access controls in production to prevent adversary's ability to verify attack efficacy.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0019,mitre_atlas,AML.T0063,mitigates,Controlling access to the model in production can help prevent adversaries from inferring information from the model outputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0020,mitre_atlas,AML.T0054,mitigates,Guardrails can prevent harmful inputs that can lead to a jailbreak.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0020,mitre_atlas,AML.T0056,mitigates,Guardrails can prevent harmful inputs that can lead to meta prompt extraction.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0020,mitre_atlas,AML.T0053,mitigates,"Guardrails can prevent harmful inputs that can lead to plugin compromise, and they can detect PII in model outputs.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0020,mitre_atlas,AML.T0051,mitigates,Guardrails can prevent harmful inputs that can lead to prompt injection.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0020,mitre_atlas,AML.T0057,mitigates,Guardrails can detect sensitive data and PII in model outputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0020,mitre_atlas,AML.T0010,mitigates,Guardrails can detect harmful code in model outputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0020,mitre_atlas,AML.T0061,mitigates,Guardrails can help prevent replication attacks in model inputs and outputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0020,mitre_atlas,AML.T0062,mitigates,Guardrails can help block hallucinated content that appears in model output.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0021,mitre_atlas,AML.T0054,mitigates,Model guidelines can instruct the model to refuse a response to unsafe inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0021,mitre_atlas,AML.T0056,mitigates,Model guidelines can instruct the model to refuse a response to unsafe inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0021,mitre_atlas,AML.T0053,mitigates,Model guidelines can instruct the model to refuse a response to unsafe inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0021,mitre_atlas,AML.T0051,mitigates,Model guidelines can instruct the model to refuse a response to unsafe inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0021,mitre_atlas,AML.T0057,mitigates,Model guidelines can instruct the model to refuse a response to unsafe inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0021,mitre_atlas,AML.T0061,mitigates,"Guidelines can help instruct the model to produce more secure output, preventing the model from generating self-replicating outputs.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0021,mitre_atlas,AML.T0062,mitigates,Guidelines can instruct the model to avoid producing hallucinated content.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0022,mitre_atlas,AML.T0054,mitigates,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0022,mitre_atlas,AML.T0056,mitigates,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0022,mitre_atlas,AML.T0053,mitigates,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0022,mitre_atlas,AML.T0051,mitigates,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0022,mitre_atlas,AML.T0057,mitigates,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0022,mitre_atlas,AML.T0061,mitigates,Model alignment can increase the security of models to self replicating prompt attacks.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0022,mitre_atlas,AML.T0062,mitigates,Model alignment can help steer the model away from hallucinated content.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0023,mitre_atlas,AML.T0011.000,mitigates,An AI BOM can help users identify untrustworthy model artifacts.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0023,mitre_atlas,AML.T0019,mitigates,An AI BOM can help users identify untrustworthy model artifacts.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0023,mitre_atlas,AML.T0020,mitigates,An AI BOM can help users identify untrustworthy model artifacts.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0023,mitre_atlas,AML.T0058,mitigates,An AI BOM can help users identify untrustworthy model artifacts.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0023,mitre_atlas,AML.T0011.001,mitigates,An AI BOM can help users identify untrustworthy software dependencies.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0023,mitre_atlas,AML.T0011,mitigates,An AI BOM can help users identify untrustworthy binaries.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0023,mitre_atlas,AML.T0010,mitigates,An AI BOM can help users identify untrustworthy components of their AI supply chain.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0024,mitigates,Telemetry logging can help identify if sensitive data has been exfiltrated.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0024.000,mitigates,Telemetry logging can help identify if sensitive data has been exfiltrated.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0024.001,mitigates,Telemetry logging can help identify if sensitive data has been exfiltrated.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0024.002,mitigates,Telemetry logging can help identify if sensitive data has been exfiltrated.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0005.001,mitigates,Telemetry logging can help identify if a proxy training dataset has been exfiltrated.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0040,mitigates,Telemetry logging can help audit API usage of the model.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0047,mitigates,Telemetry logging can help identify if sensitive model information has been sent to an attacker.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0051,mitigates,Telemetry logging can help identify if unsafe prompts have been submitted to the LLM.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0051.000,mitigates,Telemetry logging can help identify if unsafe prompts have been submitted to the LLM.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0051.001,mitigates,Telemetry logging can help identify if unsafe prompts have been submitted to the LLM.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0051.002,mitigates,Telemetry logging can help identify if unsafe prompts have been submitted to the LLM.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0053,mitigates,Log AI agent tool invocations to detect malicious calls.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0086,mitigates,Log AI agent tool invocations to detect malicious calls.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0101,mitigates,Log AI agent tool invocations to detect malicious calls.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0085,mitigates,Log requests to AI services to detect malicious queries for data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0085.000,mitigates,Log requests to AI services to detect malicious queries for data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0024,mitre_atlas,AML.T0085.001,mitigates,Log requests to AI services to detect malicious queries for data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0025,mitre_atlas,AML.T0010.002,mitigates,Dataset provenance can protect against supply chain compromise of data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0025,mitre_atlas,AML.T0020,mitigates,Dataset provenance can protect against poisoning of training data,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0025,mitre_atlas,AML.T0018.000,mitigates,Dataset provenance can protect against poisoning of models.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0025,mitre_atlas,AML.T0019,mitigates,Maintaining a detailed history of datasets can help identify use of poisoned datasets from public sources.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0025,mitre_atlas,AML.T0059,mitigates,Maintaining dataset provenance can help identify adverse changes to the data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0026,mitre_atlas,AML.T0086,mitigates,Configuring privileged AI agents with proper access controls for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0026,mitre_atlas,AML.T0053,mitigates,Configuring privileged AI agents with proper access controls for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0026,mitre_atlas,AML.T0085,mitigates,Configuring privileged AI agents with proper access controls can limit an adversary's ability to collect data from AI services if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0026,mitre_atlas,AML.T0085.000,mitigates,Configuring privileged AI agents with proper access controls can limit an adversary's ability to collect data from RAG Databases if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0026,mitre_atlas,AML.T0085.001,mitigates,Configuring privileged AI agents with proper access controls can limit an adversary's ability to collect data from agent tool invocation if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0026,mitre_atlas,AML.T0082,mitigates,Configuring privileged AI agents with proper access controls can limit an adversary's ability to harvest credentials from RAG Databases if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0026,mitre_atlas,AML.T0101,mitigates,Configuring privileged AI agents with proper access controls for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0027,mitre_atlas,AML.T0086,mitigates,Configuring AI agents with permissions that are inherited from the user for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0027,mitre_atlas,AML.T0053,mitigates,Configuring AI agents with permissions that are inherited from the user for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0027,mitre_atlas,AML.T0085,mitigates,Configuring AI agents with permissions that are inherited from the user can limit an adversary's ability to collect data from AI services if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0027,mitre_atlas,AML.T0085.000,mitigates,Configuring AI agents with permissions that are inherited from the user can limit an adversary's ability to collect data from RAG Databases if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0027,mitre_atlas,AML.T0085.001,mitigates,Configuring AI agents with permissions that are inherited from the user can limit an adversary's ability to collect data from agent tool invocation if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0027,mitre_atlas,AML.T0082,mitigates,Configuring AI agents with permissions that are inherited from the user can limit an adversary's ability to harvest credentials from RAG Databases if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0027,mitre_atlas,AML.T0101,mitigates,Configuring AI agents with permissions that are inherited from the user for tool use can limit an adversary's ability to abuse tool invocations if the agent is compromised.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0028,mitre_atlas,AML.T0053,mitigates,"Configuring AI Agent tools with access controls inherited from the user or the AI Agent invoking the tool can limit an adversary's capabilities within a system, including their ability to abuse tool invocations and access sensitive data.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0028,mitre_atlas,AML.T0085,mitigates,Configuring AI Agent tools with access controls inherited from the user or the AI Agent invoking the tool can limit adversary's access to sensitive data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0028,mitre_atlas,AML.T0085.001,mitigates,Configuring AI Agent tools with access controls that are inherited from the user or the AI Agent invoking the tool can limit adversary's access to sensitive data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0028,mitre_atlas,AML.T0101,mitigates,"Configuring AI Agent tools with access controls inherited from the user or the AI Agent invoking the tool can limit an adversary's capabilities within a system, including their ability to abuse tool invocations to destroy data.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0028,mitre_atlas,AML.T0086,mitigates,"Configuring AI Agent tools with access controls inherited from the user or the AI Agent invoking the tool can limit an adversary's capabilities within a system, including their ability to abuse tool invocations and exfiltrate sensitive data",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0029,mitre_atlas,AML.T0086,mitigates,Requiring user confirmation of AI agent tool invocations can prevent the automatic execution of tools by an adversary.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0029,mitre_atlas,AML.T0053,mitigates,Requiring user confirmation of AI agent tool invocations can prevent the automatic execution of tools by an adversary.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0029,mitre_atlas,AML.T0101,mitigates,Requiring user confirmation of AI agent tool invocations can prevent the automatic execution of tools by an adversary.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0030,mitre_atlas,AML.T0053,mitigates,Restricting the automatic tool use when untrusted data is present can prevent adversaries from invoking tools via prompt injections.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0030,mitre_atlas,AML.T0086,mitigates,Restricting the automatic tool use when untrusted data is present can prevent adversaries from invoking tools via prompt injections.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0030,mitre_atlas,AML.T0101,mitigates,Restricting the automatic tool use when untrusted data is present can prevent adversaries from invoking tools via prompt injections.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0031,mitre_atlas,AML.T0080,mitigates,Memory hardening can help protect LLM memory from manipulation and prevent poisoned memories from executing.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0031,mitre_atlas,AML.T0080.000,mitigates,Memory hardening can help protect LLM memory from manipulation and prevent poisoned memories from executing.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0032,mitre_atlas,AML.T0053,mitigates,Segmentation can prevent adversaries from utilizing tools in an agentic workflow to perform unsafe actions that affect other components.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0032,mitre_atlas,AML.T0086,mitigates,Segmentation can prevent adversaries from utilizing tools in an agentic workflow to compromise sensitive data sources.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0032,mitre_atlas,AML.T0098,mitigates,Segmentation can prevent adversaries from utilizing tools in an agentic workflow to harvest credentials.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0032,mitre_atlas,AML.T0085,mitigates,Segmentation can prevent adversaries from utilizing tools in an agentic workflow to collect sensitive data from AI services.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0032,mitre_atlas,AML.T0085.000,mitigates,Segmentation can prevent adversaries from utilizing tools in an agentic workflow to collect sensitive data from RAG databases.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0032,mitre_atlas,AML.T0085.001,mitigates,Segmentation can prevent adversaries from utilizing tools in an agentic workflow to collect sensitive data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0033,mitre_atlas,AML.T0053,mitigates,Validation can prevent adversaries from utilizing tools in an agentic workflow to generate unsafe output.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0033,mitre_atlas,AML.T0086,mitigates,Validation can prevent adversaries from utilizing tools in an agentic workflow to compromise sensitive data sources.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0033,mitre_atlas,AML.T0051,mitigates,Validation can prevent adversaries from executing prompt injections that could affect agentic workflows.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0033,mitre_atlas,AML.T0051.000,mitigates,Validation can prevent adversaries from executing prompt injections that could affect agentic workflows.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0033,mitre_atlas,AML.T0051.001,mitigates,Validation can prevent adversaries from executing prompt injections that could affect agentic workflows.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0033,mitre_atlas,AML.T0051.002,mitigates,Validation can prevent adversaries from executing prompt injections that could affect agentic workflows.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0034,mitre_atlas,AML.T0088,mitigates,Deepfake detection can be used to identify and block generated content.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0034,mitre_atlas,AML.T0052,mitigates,Deepfake detection can be used to identify and block phishing attempts that use generated content.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0034,mitre_atlas,AML.T0052.000,mitigates,Deepfake detection can be used to identify and block phishing attempts that use generated content.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0034,mitre_atlas,AML.T0015,mitigates,Deepfake detection can be used to identify and block generated content.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0034,mitre_atlas,AML.T0052.001,mitigates,Deploy technical controls to detect and block synthetic audio and video. This includes AI-based analysis tools that examine media for artifacts indicative deepfakes.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.T0000.000,mitre_atlas,AML.T0000,specializes,Journals and Conference Proceedings is an ATLAS sub-technique of AML.T0000.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0000.001,mitre_atlas,AML.T0000,specializes,Pre-Print Repositories is an ATLAS sub-technique of AML.T0000.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0000.002,mitre_atlas,AML.T0000,specializes,Technical Blogs is an ATLAS sub-technique of AML.T0000.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0002.000,mitre_atlas,AML.T0002,specializes,Datasets is an ATLAS sub-technique of AML.T0002.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0002.001,mitre_atlas,AML.T0002,specializes,Models is an ATLAS sub-technique of AML.T0002.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0016.000,mitre_atlas,AML.T0016,specializes,Adversarial AI Attack Implementations is an ATLAS sub-technique of AML.T0016.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0016.001,mitre_atlas,AML.T0016,specializes,Software Tools is an ATLAS sub-technique of AML.T0016.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0017.000,mitre_atlas,AML.T0017,specializes,Adversarial AI Attacks is an ATLAS sub-technique of AML.T0017.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0008.000,mitre_atlas,AML.T0008,specializes,AI Development Workspaces is an ATLAS sub-technique of AML.T0008.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0008.001,mitre_atlas,AML.T0008,specializes,Consumer Hardware is an ATLAS sub-technique of AML.T0008.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0010.000,mitre_atlas,AML.T0010,specializes,Hardware is an ATLAS sub-technique of AML.T0010.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0010.001,mitre_atlas,AML.T0010,specializes,AI Software is an ATLAS sub-technique of AML.T0010.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0010.002,mitre_atlas,AML.T0010,specializes,Data is an ATLAS sub-technique of AML.T0010.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0010.003,mitre_atlas,AML.T0010,specializes,Model is an ATLAS sub-technique of AML.T0010.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0005.000,mitre_atlas,AML.T0005,specializes,Train Proxy via Gathered AI Artifacts is an ATLAS sub-technique of AML.T0005.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0005.001,mitre_atlas,AML.T0005,specializes,Train Proxy via Replication is an ATLAS sub-technique of AML.T0005.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0005.002,mitre_atlas,AML.T0005,specializes,Use Pre-Trained Model is an ATLAS sub-technique of AML.T0005.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0011.000,mitre_atlas,AML.T0011,specializes,Unsafe AI Artifacts is an ATLAS sub-technique of AML.T0011.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0018.000,mitre_atlas,AML.T0018,specializes,Poison AI Model is an ATLAS sub-technique of AML.T0018.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0018.001,mitre_atlas,AML.T0018,specializes,Modify AI Model Architecture is an ATLAS sub-technique of AML.T0018.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0024.000,mitre_atlas,AML.T0024,specializes,Infer Training Data Membership is an ATLAS sub-technique of AML.T0024.,MITRE ATLAS v5.6.0 data (technique hierarchy)
mitre_atlas,AML.T0024.001,mitre_atlas,AML.T0024,specializes,Invert AI Model is an ATLAS sub-technique of AML.T0024.,MITRE ATLAS v5.6.0 data (technique hierarchy)
